0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
0,3.75,7.5,11.25,15,18.75,22.5,26.25,30,33.75,37.5,41.25,45,48.75,52.5,56.25,60,63.75,67.5,71.25,75,78.75,82.5,86.25,90,93.75,97.5,101.25,105,108.75,112.5,116.25,120,123.75,127.5,131.25,135,138.75,142.5,146.25,150,153.75,157.5,161.25,165,168.75,172.5,176.25,180,183.75,187.5,191.25,195,198.75,202.5,206.25,210,213.75,217.5,221.25,225,228.75,232.5,236.25,240,243.75,247.5,251.25,255,258.75,262.5,266.25,270,273.75,277.5,281.25,285,288.75,292.5,296.25,300,303.75,307.5,311.25,315,318.75,322.5,326.25,330,333.75,337.5,341.25,345,348.75,352.5,356.25
